year,percentile_90,extent
2001,1338.2793,229000000.0
2002,1322.9614,257500000.0
2003,1326.7435,216750000.0
2004,1327.2039,276500000.0
2005,1325.744,317250000.0
2006,1320.5057,268500000.0
2007,1325.897,311250000.0
2008,1331.1562,242750000.0
2009,1345.8009,271250000.0
2010,1328.8033,327750000.0
2011,1315.4486,291250000.0
2012,1327.8962,273250000.0
2013,1316.1808,281250000.0
2014,1330.2151,248750000.0
2015,1355.8152,185500000.0
2016,1323.4937,268750000.0
2017,1381.5594,163750000.0
2018,1336.5458,216250000.0
2019,1315.9141,312750000.0
2020,1303.4677,291000000.0
2021,1315.9141,312750000.0
2022,1325.4927,228000000.0
2023,1331.5085,249750000.0
2024,1352.9552,335250000.0
2025,1318.2432,276500000.0
