year,percentile_90,extent
2001,1516.4344,999000000.0
2002,1486.4336,970750000.0
2003,1505.9498,1019000000.0
2004,1470.1683,1023500000.0
2005,1502.1298,1020500000.0
2006,1524.8411,1062750000.0
2007,1563.8235,1215750000.0
2008,1508.8271,1035750000.0
2009,1525.5062,1096750000.0
2010,1623.8716,1372500000.0
2011,1649.4095,1520750000.0
2012,1680.3413,1714000000.0
2013,1505.011,970500000.0
2014,1586.5437,1284000000.0
2015,1670.8684,1632750000.0
2016,1640.315,1453750000.0
2017,1525.4725,1065250000.0
2018,1433.6929,866500000.0
2019,1636.4032,1467500000.0
2020,1521.9152,1074500000.0
2021,1551.0914,1195500000.0
2022,1510.6522,1051000000.0
2023,1582.6974,1361000000.0
2024,1483.3248,990250000.0
2025,1567.8086,1294750000.0
