year,percentile_90,extent
2001,1279.6321,82500000.0
2002,1267.7831,79750000.0
2003,1268.0217,77000000.0
2004,1273.6167,81250000.0
2005,1276.8439,82000000.0
2006,1288.0308,83250000.0
2007,1337.0614,85750000.0
2008,1327.4307,87000000.0
2009,1310.0066,84750000.0
2010,1326.3494,85000000.0
2011,1272.5571,81750000.0
2012,1360.1853,88250000.0
2013,1272.0272,79500000.0
2014,1315.7451,83500000.0
2015,1321.4365,84500000.0
2016,1326.0487,86000000.0
2017,1324.013,85000000.0
2018,1279.8344,82250000.0
2019,1281.454,82750000.0
2020,1289.1914,82750000.0
2021,1312.6104,84250000.0
2022,1279.6321,82500000.0
2023,1373.9053,89000000.0
2024,1296.8103,80500000.0
2025,1321.4365,82000000.0
