year,percentile_90,extent
2001,687.9043,17000000.0
2002,429.78345,8750000.0
2003,439.08704,13750000.0
2004,401.12637,12000000.0
2005,442.20276,12250000.0
2006,492.97586,15500000.0
2007,552.6201,22500000.0
2008,654.4023,31750000.0
2009,638.7738,36000000.0
2010,642.9312,34500000.0
2011,691.7523,50750000.0
2012,687.0756,47750000.0
2013,429.78345,8750000.0
2014,495.90778,15250000.0
2015,707.0841,36750000.0
2016,708.5739,20000000.0
2017,617.63654,14250000.0
2018,411.85062,11000000.0
2019,665.34375,26750000.0
2020,522.8342,16250000.0
2021,469.47726,15000000.0
2022,507.26993,17250000.0
2023,574.04156,20500000.0
2024,477.41626,12000000.0
2025,667.71466,15000000.0
