year,percentile_90,extent
2001,903.4723,378000000.0
2002,943.2924,399500000.0
2003,982.01495,458250000.0
2004,956.08813,494000000.0
2005,906.22485,520250000.0
2006,1008.975,536500000.0
2007,948.285,511750000.0
2008,951.709,562500000.0
2009,928.45355,488500000.0
2010,982.85583,904750000.0
2011,869.77014,548750000.0
2012,965.20605,654250000.0
2013,980.1564,368750000.0
2014,939.72314,422000000.0
2015,947.5746,357500000.0
2016,946.92285,373500000.0
2017,918.33215,385750000.0
2018,913.7161,416750000.0
2019,903.062,383500000.0
2020,903.267,398250000.0
2021,933.671,439000000.0
2022,869.97485,384000000.0
2023,944.58295,455250000.0
2024,940.8837,362750000.0
2025,941.4277,481000000.0
