year,percentile_90,extent
2001,1564.3616,146250000.0
2002,1543.9077,155500000.0
2003,1564.3638,118250000.0
2004,1551.2736,138250000.0
2005,1591.1685,195000000.0
2006,1552.2318,163750000.0
2007,1574.2909,186500000.0
2008,1551.5234,155500000.0
2009,1543.3188,154750000.0
2010,1590.3811,186750000.0
2011,1576.0842,174750000.0
2012,1587.9911,178500000.0
2013,1543.9348,158250000.0
2014,1592.0201,186000000.0
2015,1564.3561,130000000.0
2016,1605.2344,186250000.0
2017,1557.6016,126750000.0
2018,1552.3688,160500000.0
2019,1573.6442,187000000.0
2020,1571.6956,173750000.0
2021,1565.7249,176250000.0
2022,1564.3627,156000000.0
2023,1552.2318,153750000.0
2024,1580.6061,169000000.0
2025,1578.4509,167250000.0
