year,percentile_90,extent
2001,938.33545,371000000.0
2002,971.7217,342500000.0
2003,871.42194,314750000.0
2004,858.3971,299250000.0
2005,887.787,354750000.0
2006,851.564,265500000.0
2007,823.0793,263000000.0
2008,975.7276,475000000.0
2009,910.3381,360250000.0
2010,849.0507,298500000.0
2011,927.1815,381000000.0
2012,1030.1934,523500000.0
2013,708.7868,133750000.0
2014,1014.6315,500250000.0
2015,1055.498,602500000.0
2016,917.3553,361750000.0
2017,786.1243,200750000.0
2018,867.16455,281750000.0
2019,1003.3906,520000000.0
2020,936.9028,403750000.0
2021,933.3781,308250000.0
2022,1059.3242,536250000.0
2023,1118.6936,592250000.0
2024,903.9395,398250000.0
2025,828.1628,258250000.0
