year,percentile_90,extent
2001,557.08014,184250000.0
2002,619.09607,163250000.0
2003,638.58606,116250000.0
2004,628.82477,186250000.0
2005,596.19995,232500000.0
2006,628.0526,184500000.0
2007,617.90515,187250000.0
2008,635.71484,221500000.0
2009,633.1555,199000000.0
2010,633.548,299000000.0
2011,580.68536,208500000.0
2012,633.9767,239750000.0
2013,625.4488,153750000.0
2014,610.5434,153000000.0
2015,580.4419,161250000.0
2016,602.6221,173000000.0
2017,601.8727,164250000.0
2018,611.7525,112500000.0
2019,602.49475,137000000.0
2020,631.30493,173750000.0
2021,581.058,175000000.0
2022,605.18414,142000000.0
2023,664.3106,276000000.0
2024,621.2063,159000000.0
2025,629.2835,195750000.0
