year,percentile_90,extent
2001,1198.2493,94000000.0
2002,1204.3877,89000000.0
2003,1202.1282,97250000.0
2004,1198.0864,102000000.0
2005,1199.0496,99750000.0
2006,1205.1406,98750000.0
2007,1208.1533,92750000.0
2008,1245.8164,75500000.0
2009,1263.7084,70500000.0
2010,1237.2275,99000000.0
2011,1198.0864,97000000.0
2012,1210.9982,100000000.0
2013,1193.9497,97000000.0
2014,1242.5717,74250000.0
2015,1258.0054,71500000.0
2016,1238.4856,87000000.0
2017,1243.2207,76500000.0
2018,1241.2737,79750000.0
2019,1199.6393,101500000.0
2020,1195.6179,93750000.0
2021,1200.0323,103500000.0
2022,1259.4312,73750000.0
2023,1236.9799,92000000.0
2024,1199.2322,96500000.0
2025,1222.3809,96500000.0
