year,percentile_90,extent
2001,462.35446,153250000.0
2002,522.2964,245000000.0
2003,638.22406,157750000.0
2004,503.63516,245000000.0
2005,560.97644,317750000.0
2006,540.00256,304500000.0
2007,626.77374,361000000.0
2008,586.92896,335750000.0
2009,495.61484,242500000.0
2010,615.1692,368750000.0
2011,644.04364,380500000.0
2012,719.18066,453500000.0
2013,530.03143,198250000.0
2014,529.96063,283750000.0
2015,481.16037,242000000.0
2016,553.6344,313250000.0
2017,521.5391,280250000.0
2018,512.6112,275000000.0
2019,512.3989,281000000.0
2020,540.33264,301750000.0
2021,551.34656,309250000.0
2022,556.72064,317500000.0
2023,633.21765,362750000.0
2024,505.03027,258000000.0
2025,501.94815,256000000.0
