year,percentile_90,extent
2001,1113.6332,159750000.0
2002,1111.1364,158250000.0
2003,1134.7982,166250000.0
2004,1164.2659,174000000.0
2005,1147.5316,170000000.0
2006,1140.2191,168250000.0
2007,1284.7646,205500000.0
2008,1177.7012,176500000.0
2009,1158.9559,172000000.0
2010,1292.4255,209750000.0
2011,1304.6187,214750000.0
2012,1398.7927,263500000.0
2013,1207.1117,181750000.0
2014,1295.8853,212750000.0
2015,1308.5345,216500000.0
2016,1319.0469,223500000.0
2017,1196.6239,179750000.0
2018,1141.2509,168500000.0
2019,1341.1473,233750000.0
2020,1112.4508,158500000.0
2021,1197.7677,180500000.0
2022,1137.6555,166750000.0
2023,1245.7534,192000000.0
2024,1153.3613,171000000.0
2025,1272.5723,200250000.0
