year,percentile_90,extent
2001,1094.9618,90250000.0
2002,1107.4546,99000000.0
2003,1138.0889,121750000.0
2004,1165.6704,127250000.0
2005,1160.0156,124000000.0
2006,1149.965,122500000.0
2007,1218.8993,161250000.0
2008,1177.772,137250000.0
2009,1149.761,123500000.0
2010,1209.207,157750000.0
2011,1220.0867,167500000.0
2012,1256.2163,183250000.0
2013,1178.4028,135000000.0
2014,1198.8468,151500000.0
2015,1209.0359,153000000.0
2016,1209.8214,154500000.0
2017,1141.8765,118500000.0
2018,1163.4014,117500000.0
2019,1222.0986,168250000.0
2020,1171.85,125000000.0
2021,1173.1238,128750000.0
2022,1110.579,92750000.0
2023,1198.2904,135250000.0
2024,1130.28,101500000.0
2025,1178.2357,133000000.0
