year,percentile_90,extent
2001,1052.6898,410750000.0
2002,1034.8223,461000000.0
2003,1017.31213,389750000.0
2004,976.5642,315000000.0
2005,1016.5411,412250000.0
2006,950.398,245250000.0
2007,973.45447,289750000.0
2008,1048.6111,481000000.0
2009,1019.04504,397000000.0
2010,996.9043,354000000.0
2011,1010.65955,402250000.0
2012,1035.4269,478250000.0
2013,934.5199,253750000.0
2014,1012.7424,410250000.0
2015,1044.232,452500000.0
2016,1033.0974,472250000.0
2017,1037.1559,450000000.0
2018,874.3243,144750000.0
2019,1053.7981,519000000.0
2020,1092.3788,584000000.0
2021,1022.0891,438250000.0
2022,1023.96265,407750000.0
2023,1143.8557,705000000.0
2024,1029.3982,461500000.0
2025,905.58636,205000000.0
