year,percentile_90,extent
2001,1465.131,605250000.0
2002,1437.5006,633000000.0
2003,1441.6696,543750000.0
2004,1448.1376,681750000.0
2005,1439.0507,754500000.0
2006,1450.7255,670500000.0
2007,1465.2521,754750000.0
2008,1452.9332,605500000.0
2009,1434.7982,672500000.0
2010,1498.9576,781250000.0
2011,1437.1395,712500000.0
2012,1466.7786,698500000.0
2013,1430.5741,705000000.0
2014,1450.0609,692250000.0
2015,1479.3997,550000000.0
2016,1448.6462,704500000.0
2017,1481.4784,510750000.0
2018,1452.9332,575500000.0
2019,1487.1168,771000000.0
2020,1427.7192,714000000.0
2021,1452.7562,747250000.0
2022,1437.5006,528000000.0
2023,1452.4891,636500000.0
2024,1516.0963,799750000.0
2025,1434.9658,692000000.0
