year,percentile_90,extent
2001,1541.4558,1570500000.0
2002,1554.5095,1472500000.0
2003,1501.1505,1434250000.0
2004,1533.4911,1711500000.0
2005,1543.9718,1680000000.0
2006,1527.7462,1556250000.0
2007,1596.5912,1611750000.0
2008,1559.0176,1518000000.0
2009,1553.7439,1387000000.0
2010,1594.0913,1685000000.0
2011,1532.3517,1550750000.0
2012,1626.2395,1616250000.0
2013,1572.8046,1622750000.0
2014,1530.5496,1451500000.0
2015,1552.5903,1368750000.0
2016,1589.0134,1482500000.0
2017,1530.9932,1152000000.0
2018,1534.5361,1243750000.0
2019,1575.7788,1713000000.0
2020,1513.8083,1485000000.0
2021,1599.9476,1662250000.0
2022,1502.884,1287750000.0
2023,1533.9805,1519250000.0
2024,1681.1633,1783750000.0
2025,1547.5636,1676250000.0
