year,percentile_90,extent
2001,934.1369,162750000.0
2002,939.43005,153750000.0
2003,1011.5921,92000000.0
2004,956.14417,134000000.0
2005,936.99426,164250000.0
2006,936.9788,160250000.0
2007,941.62805,153500000.0
2008,936.9866,164750000.0
2009,944.6528,146000000.0
2010,938.22375,162000000.0
2011,936.99426,161750000.0
2012,936.98267,165000000.0
2013,985.2994,111250000.0
2014,965.7815,131250000.0
2015,941.7055,155500000.0
2016,951.2719,148000000.0
2017,936.99817,161500000.0
2018,943.4061,146750000.0
2019,987.1007,112000000.0
2020,941.5893,151250000.0
2021,935.55786,164000000.0
2022,937.0136,158000000.0
2023,936.98267,165000000.0
2024,967.64813,134500000.0
2025,941.1341,157000000.0
